station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2008	day	Mean	annual mean	4312.137	99.727	365	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2008	day	P95	95 percentile	5070.000	99.727	365	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2008	day	P98	98 percentile	5650.000	99.727	365	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2008	day	Max	maximum	11040.000	99.727	365	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2009	day	P50	50 percentile	4130.000	99.452	363	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2009	day	Mean	annual mean	4132.314	99.452	363	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2009	day	P95	95 percentile	4900.000	99.452	363	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2009	day	P98	98 percentile	5510.000	99.452	363	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2009	day	Max	maximum	7130.000	99.452	363	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2010	day	P50	50 percentile	4208.610	97.808	357	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2010	day	Mean	annual mean	4222.500	97.808	357	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2010	day	P95	95 percentile	4698.850	97.808	357	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2010	day	P98	98 percentile	5003.760	97.808	357	Y
BG0055A	33	Total volatile organic compounds (air)	T-VOC	µg/m3	100	Calendar year	2010	day	Max	maximum	5687.510	97.808	357	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	day	P50	50 percentile	20.740	89.041	325	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	day	Mean	annual mean	21.661	89.041	325	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	day	P95	95 percentile	61.399	89.041	325	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	day	P98	98 percentile	86.780	89.041	325	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	day	Max	maximum	104.572	89.041	325	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	hour	P50	50 percentile	18.120	90.285	7909	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	hour	Mean	annual mean	21.702	90.285	7909	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	hour	P95	95 percentile	73.360	90.285	7909	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	hour	P98	98 percentile	134.230	90.285	7909	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2005	hour	Max	maximum	345.500	90.285	7909	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	day	P50	50 percentile	9.354	89.589	327	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	day	Mean	annual mean	17.214	89.589	327	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	day	P95	95 percentile	70.548	89.589	327	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	day	P98	98 percentile	90.628	89.589	327	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	day	Max	maximum	136.117	89.589	327	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	hour	P50	50 percentile	6.500	90.628	7939	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	hour	Mean	annual mean	17.147	90.628	7939	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	hour	P95	95 percentile	76.150	90.628	7939	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	hour	P98	98 percentile	147.410	90.628	7939	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2006	hour	Max	maximum	446.670	90.628	7939	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	day	P50	50 percentile	11.099	92.603	338	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	day	Mean	annual mean	17.356	92.603	338	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	day	P95	95 percentile	52.182	92.603	338	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	day	P98	98 percentile	74.614	92.603	338	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	day	Max	maximum	146.007	92.603	338	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	hour	P50	50 percentile	8.590	90.468	7925	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	hour	Mean	annual mean	17.360	90.468	7925	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	hour	P95	95 percentile	64.950	90.468	7925	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	hour	P98	98 percentile	124.960	90.468	7925	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2007	hour	Max	maximum	415.430	90.468	7925	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	day	P50	50 percentile	7.163	98.907	362	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	day	Mean	annual mean	11.645	98.907	362	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	day	P95	95 percentile	35.428	98.907	362	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	day	P98	98 percentile	47.069	98.907	362	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	day	Max	maximum	77.719	98.907	362	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	2.990	94.661	8315	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	11.620	94.661	8315	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	54.840	94.661	8315	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	89.390	94.661	8315	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2008	hour	Max	maximum	304.500	94.661	8315	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P50	50 percentile	6.671	95.068	347	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	Mean	annual mean	12.412	95.068	347	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P95	95 percentile	46.756	95.068	347	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P98	98 percentile	63.251	95.068	347	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	Max	maximum	128.009	95.068	347	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	4.760	92.511	8104	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	12.594	92.511	8104	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	53.850	92.511	8104	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	95.900	92.511	8104	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	Max	maximum	314.210	92.511	8104	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P50	50 percentile	6.494	99.452	363	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	Mean	annual mean	10.515	99.452	363	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P95	95 percentile	31.362	99.452	363	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P98	98 percentile	53.440	99.452	363	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	Max	maximum	82.668	99.452	363	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	3.800	95.342	8352	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	10.587	95.342	8352	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	45.350	95.342	8352	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	79.820	95.342	8352	Y
BG0055A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	Max	maximum	304.570	95.342	8352	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	9.791	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	16.546	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	49.879	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	77.939	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max	maximum	144.268	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max4	4th highest value	88.934	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Days(c > 125)	days with c > 125 ug/m3	1.000	96.986	354	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	8.030	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	16.495	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	59.360	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	91.740	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P99_9	99.9 percentile	245.640	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	368.630	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max25	25th highest value	175.210	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 350)	hours with c > 350 ug/m3	2.000	94.144	8247	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	9.587	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	14.948	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	48.043	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	67.737	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	95.224	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	84.125	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	97.260	355	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	7.650	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	15.130	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	54.750	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	81.950	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	184.190	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	657.470	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	146.460	96.895	8488	Y
BG0072A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	2.000	96.895	8488	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P50	50 percentile	49.400	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Mean	annual mean	66.228	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P95	95 percentile	156.000	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P98	98 percentile	209.300	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max	maximum	355.200	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max36	36th highest value	128.500	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max8	8th highest value	209.300	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Days(c > 50)	days with c > 50 ug/m3	177.000	100.000	365	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P50	50 percentile	44.960	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Mean	annual mean	60.710	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P95	95 percentile	146.540	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P98	98 percentile	171.860	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max	maximum	255.550	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max36	36th highest value	122.340	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max8	8th highest value	171.860	98.356	359	Y
BG0072A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Days(c > 50)	days with c > 50 ug/m3	145.000	98.356	359	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	51.026	97.808	357	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	54.880	97.808	357	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	92.405	97.808	357	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	106.302	97.808	357	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Max	maximum	139.202	97.808	357	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	44.130	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	54.823	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	121.510	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	147.000	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	312.160	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max19	19th highest value	220.910	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 200)	hours with c > 200 ug/m3	41.000	95.046	8326	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	51.251	98.082	358	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	53.557	98.082	358	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	85.967	98.082	358	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	96.161	98.082	358	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Max	maximum	121.698	98.082	358	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	46.860	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	53.399	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	111.810	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	145.420	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	327.840	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max19	19th highest value	215.200	97.237	8518	Y
BG0072A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 200)	hours with c > 200 ug/m3	34.000	97.237	8518	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P50	50 percentile	117.152	97.808	357	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Mean	annual mean	135.852	97.808	357	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P95	95 percentile	307.578	97.808	357	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P98	98 percentile	387.489	97.808	357	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Max	maximum	457.255	97.808	357	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P50	50 percentile	90.151	95.023	8324	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Mean	annual mean	135.767	95.023	8324	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P95	95 percentile	386.144	95.023	8324	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P98	98 percentile	539.379	95.023	8324	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Max	maximum	1940.527	95.023	8324	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P50	50 percentile	103.205	98.082	358	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Mean	annual mean	121.715	98.082	358	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P95	95 percentile	268.335	98.082	358	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P98	98 percentile	312.387	98.082	358	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Max	maximum	404.266	98.082	358	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P50	50 percentile	80.693	97.237	8518	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Mean	annual mean	121.148	97.237	8518	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P95	95 percentile	345.923	97.237	8518	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P98	98 percentile	489.951	97.237	8518	Y
BG0072A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Max	maximum	1590.140	97.237	8518	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P50	50 percentile	0.959	99.178	362	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	Mean	annual mean	1.184	99.178	362	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P95	95 percentile	2.486	99.178	362	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P98	98 percentile	3.112	99.178	362	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	Max	maximum	4.465	99.178	362	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P50	50 percentile	1.342	98.904	361	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	Mean	annual mean	1.826	98.904	361	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P95	95 percentile	4.425	98.904	361	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P98	98 percentile	5.461	98.904	361	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	Max	maximum	6.986	98.904	361	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P50	50 percentile	0.880	96.130	8421	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	Mean	annual mean	1.186	96.130	8421	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P95	95 percentile	2.910	96.130	8421	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P98	98 percentile	4.110	96.130	8421	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	Max	maximum	13.680	96.130	8421	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P50	50 percentile	0.851	97.260	355	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Mean	annual mean	1.070	97.260	355	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P95	95 percentile	2.237	97.260	355	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P98	98 percentile	2.789	97.260	355	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Max	maximum	3.560	97.260	355	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P50	50 percentile	1.214	96.986	354	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Mean	annual mean	1.657	96.986	354	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P95	95 percentile	3.924	96.986	354	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P98	98 percentile	4.935	96.986	354	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Max	maximum	6.734	96.986	354	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P50	50 percentile	0.800	96.598	8462	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Mean	annual mean	1.067	96.598	8462	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P95	95 percentile	2.640	96.598	8462	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P98	98 percentile	3.730	96.598	8462	Y
BG0072A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Max	maximum	11.570	96.598	8462	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P50	50 percentile	11.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Mean	annual mean	22.424	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P95	95 percentile	99.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P98	98 percentile	143.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Max	maximum	226.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P50	50 percentile	5.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Mean	annual mean	6.620	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P95	95 percentile	22.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P98	98 percentile	25.000	48.767	178	Y
BG0072A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Max	maximum	100.000	48.767	178	Y
